http://dx.doi.org/10.1007/s10288-014-0263-6no abstract
http://dx.doi.org/10.1007/s10288-014-0263-6no keywords
http://dx.doi.org/10.1007/s10288-014-0263-6no regerences
http://dx.doi.org/10.1109/TIT.1973.1055114 no institution
http://dx.doi.org/10.1109/TIT.1973.1055114 no regerences
http://dx.doi.org/10.1109/TIT.1973.1055115 no institution
http://dx.doi.org/10.1109/TIT.1973.1055115 no regerences
http://dx.doi.org/10.1109/TIT.1973.1055106 no institution
http://dx.doi.org/10.1109/TIT.1973.1055106 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054727 no institution
http://dx.doi.org/10.1109/TIT.1972.1054753 no institution
http://dx.doi.org/10.1109/TIT.1972.1054731 no institution
http://dx.doi.org/10.1109/TIT.1972.1054748 no institution
http://dx.doi.org/10.1109/TIT.1972.1054754 no institution
http://dx.doi.org/10.1109/TIT.1972.1054755 no institution
http://dx.doi.org/10.1109/TIT.1972.1054756 no institution
http://dx.doi.org/10.1109/TIT.1972.1054757 no institution
http://dx.doi.org/10.1109/TIT.1972.1054752 no institution
http://dx.doi.org/10.1109/TIT.1972.1054758 no institution
http://dx.doi.org/10.1109/TIT.1972.1054743 no institution
http://dx.doi.org/10.1109/TIT.1972.1054736 no institution
http://dx.doi.org/10.1109/TIT.1972.1054728 no institution
http://dx.doi.org/10.1109/TIT.1972.1054744 no institution
http://dx.doi.org/10.1109/TIT.1972.1054745 no institution
http://dx.doi.org/10.1109/TIT.1972.1054729 no institution
http://dx.doi.org/10.1109/TIT.1972.1054746 no institution
http://dx.doi.org/10.1109/TIT.1972.1054747 no institution
http://dx.doi.org/10.1109/TIT.1972.1054742 no institution
http://dx.doi.org/10.1109/TIT.1972.1054749 no institution
http://dx.doi.org/10.1109/TIT.1972.1054750 no institution
http://dx.doi.org/10.1109/TIT.1972.1054751 no institution
http://dx.doi.org/10.1109/TIT.1972.1054732 no institution
http://dx.doi.org/10.1109/TIT.1972.1054734 no institution
http://dx.doi.org/10.1109/TIT.1972.1054733 no institution
http://dx.doi.org/10.1109/TIT.1972.1054735 no institution
http://dx.doi.org/10.1109/TIT.1972.1054737 no institution
http://dx.doi.org/10.1109/TIT.1972.1054738 no institution
http://dx.doi.org/10.1109/TIT.1972.1054739 no institution
http://dx.doi.org/10.1109/TIT.1972.1054739 no keywords
http://dx.doi.org/10.1109/TIT.1972.1054740 no institution
http://dx.doi.org/10.1109/TIT.1972.1054740 no keywords
http://dx.doi.org/10.1109/TIT.1972.1054741 no institution
http://dx.doi.org/10.1109/TIT.1972.1054730 no institution
http://dx.doi.org/10.1109/TIT.1972.1054730 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054726 no institution
http://dx.doi.org/10.1109/TIT.1972.1054779 no institution
http://dx.doi.org/10.1109/TIT.1972.1054786 no institution
http://dx.doi.org/10.1109/TIT.1972.1054787 no institution
http://dx.doi.org/10.1109/TIT.1972.1054788 no institution
http://dx.doi.org/10.1109/TIT.1972.1054789 no institution
http://dx.doi.org/10.1109/TIT.1972.1054790 no institution
http://dx.doi.org/10.1109/TIT.1972.1054791 no institution
http://dx.doi.org/10.1109/TIT.1972.1054792 no institution
http://dx.doi.org/10.1109/TIT.1972.1054793 no institution
http://dx.doi.org/10.1109/TIT.1972.1054760 no institution
http://dx.doi.org/10.1109/TIT.1972.1054794 no institution
http://dx.doi.org/10.1109/TIT.1972.1054795 no institution
http://dx.doi.org/10.1109/TIT.1972.1054780 no institution
http://dx.doi.org/10.1109/TIT.1972.1054781 no institution
http://dx.doi.org/10.1109/TIT.1972.1054782 no institution
http://dx.doi.org/10.1109/TIT.1972.1054783 no institution
http://dx.doi.org/10.1109/TIT.1972.1054761 no institution
http://dx.doi.org/10.1109/TIT.1972.1054784 no institution
http://dx.doi.org/10.1109/TIT.1972.1054762 no institution
http://dx.doi.org/10.1109/TIT.1972.1054762 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054785 no institution
http://dx.doi.org/10.1109/TIT.1972.1054759 no institution
http://dx.doi.org/10.1109/TIT.1972.1054759 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054772 no institution
http://dx.doi.org/10.1109/TIT.1972.1054772 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054773 no institution
http://dx.doi.org/10.1109/TIT.1972.1054773 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054774 no institution
http://dx.doi.org/10.1109/TIT.1972.1054774 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054775 no institution
http://dx.doi.org/10.1109/TIT.1972.1054775 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054776 no institution
http://dx.doi.org/10.1109/TIT.1972.1054776 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054777 no institution
http://dx.doi.org/10.1109/TIT.1972.1054777 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054763 no institution
http://dx.doi.org/10.1109/TIT.1972.1054763 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054764 no institution
http://dx.doi.org/10.1109/TIT.1972.1054764 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054765 no institution
http://dx.doi.org/10.1109/TIT.1972.1054765 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054766 no institution
http://dx.doi.org/10.1109/TIT.1972.1054766 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054767 no institution
http://dx.doi.org/10.1109/TIT.1972.1054767 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054768 no institution
http://dx.doi.org/10.1109/TIT.1972.1054768 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054769 no institution
http://dx.doi.org/10.1109/TIT.1972.1054769 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054770 no institution
http://dx.doi.org/10.1109/TIT.1972.1054770 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054771 no institution
http://dx.doi.org/10.1109/TIT.1972.1054771 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054778 no institution
http://dx.doi.org/10.1109/TIT.1972.1054778 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054825 no institution
http://dx.doi.org/10.1109/TIT.1972.1054826 no institution
http://dx.doi.org/10.1109/TIT.1972.1054810 no institution
http://dx.doi.org/10.1109/TIT.1972.1054828 no institution
http://dx.doi.org/10.1109/TIT.1972.1054829 no institution
http://dx.doi.org/10.1109/TIT.1972.1054823 no institution
http://dx.doi.org/10.1109/TIT.1972.1054830 no institution
http://dx.doi.org/10.1109/TIT.1972.1054831 no institution
http://dx.doi.org/10.1109/TIT.1972.1054832 no institution
http://dx.doi.org/10.1109/TIT.1972.1054815 no institution
http://dx.doi.org/10.1109/TIT.1972.1054816 no institution
http://dx.doi.org/10.1109/TIT.1972.1054817 no institution
http://dx.doi.org/10.1109/TIT.1972.1054818 no institution
http://dx.doi.org/10.1109/TIT.1972.1054806 no institution
http://dx.doi.org/10.1109/TIT.1972.1054819 no institution
http://dx.doi.org/10.1109/TIT.1972.1054820 no institution
http://dx.doi.org/10.1109/TIT.1972.1054809 no institution
http://dx.doi.org/10.1109/TIT.1972.1054796 no institution
http://dx.doi.org/10.1109/TIT.1972.1054796 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054808 no institution
http://dx.doi.org/10.1109/TIT.1972.1054821 no institution
http://dx.doi.org/10.1109/TIT.1972.1054822 no institution
http://dx.doi.org/10.1109/TIT.1972.1054824 no institution
http://dx.doi.org/10.1109/TIT.1972.1054812 no institution
http://dx.doi.org/10.1109/TIT.1972.1054807 no institution
http://dx.doi.org/10.1109/TIT.1972.1054797 no institution
http://dx.doi.org/10.1109/TIT.1972.1054797 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054813 no institution
http://dx.doi.org/10.1109/TIT.1972.1054814 no institution
http://dx.doi.org/10.1109/TIT.1972.1054802 no institution
http://dx.doi.org/10.1109/TIT.1972.1054802 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054803 no institution
http://dx.doi.org/10.1109/TIT.1972.1054803 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054804 no institution
http://dx.doi.org/10.1109/TIT.1972.1054804 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054805 no institution
http://dx.doi.org/10.1109/TIT.1972.1054805 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054798 no institution
http://dx.doi.org/10.1109/TIT.1972.1054798 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054811 no institution
http://dx.doi.org/10.1109/TIT.1972.1054811 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054799 no institution
http://dx.doi.org/10.1109/TIT.1972.1054799 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054800 no institution
http://dx.doi.org/10.1109/TIT.1972.1054800 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054801 no institution
http://dx.doi.org/10.1109/TIT.1972.1054801 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054855 no institution
http://dx.doi.org/10.1109/TIT.1972.1054856 no institution
http://dx.doi.org/10.1109/TIT.1972.1054857 no institution
http://dx.doi.org/10.1109/TIT.1972.1054858 no institution
http://dx.doi.org/10.1109/TIT.1972.1054859 no institution
http://dx.doi.org/10.1109/TIT.1972.1054846 no institution
http://dx.doi.org/10.1109/TIT.1972.1054833 no institution
http://dx.doi.org/10.1109/TIT.1972.1054847 no institution
http://dx.doi.org/10.1109/TIT.1972.1054848 no institution
http://dx.doi.org/10.1109/TIT.1972.1054849 no institution
http://dx.doi.org/10.1109/TIT.1972.1054850 no institution
http://dx.doi.org/10.1109/TIT.1972.1054851 no institution
http://dx.doi.org/10.1109/TIT.1972.1054852 no institution
http://dx.doi.org/10.1109/TIT.1972.1054853 no institution
http://dx.doi.org/10.1109/TIT.1972.1054854 no institution
http://dx.doi.org/10.1109/TIT.1972.1054839 no institution
http://dx.doi.org/10.1109/TIT.1972.1054840 no institution
http://dx.doi.org/10.1109/TIT.1972.1054841 no institution
http://dx.doi.org/10.1109/TIT.1972.1054842 no institution
http://dx.doi.org/10.1109/TIT.1972.1054843 no institution
http://dx.doi.org/10.1109/TIT.1972.1054838 no institution
http://dx.doi.org/10.1109/TIT.1972.1054838 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054845 no institution
http://dx.doi.org/10.1109/TIT.1972.1054845 no keywords
http://dx.doi.org/10.1109/TIT.1972.1054844 no institution
http://dx.doi.org/10.1109/TIT.1972.1054834 no institution
http://dx.doi.org/10.1109/TIT.1972.1054834 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054835 no institution
http://dx.doi.org/10.1109/TIT.1972.1054835 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054836 no institution
http://dx.doi.org/10.1109/TIT.1972.1054836 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054837 no institution
http://dx.doi.org/10.1109/TIT.1972.1054837 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054897 no institution
http://dx.doi.org/10.1109/TIT.1972.1054894 no institution
http://dx.doi.org/10.1109/TIT.1972.1054895 no institution
http://dx.doi.org/10.1109/TIT.1972.1054896 no institution
http://dx.doi.org/10.1109/TIT.1972.1054885 no institution
http://dx.doi.org/10.1109/TIT.1972.1054886 no institution
http://dx.doi.org/10.1109/TIT.1972.1054890 no institution
http://dx.doi.org/10.1109/TIT.1972.1054887 no institution
http://dx.doi.org/10.1109/TIT.1972.1054889 no institution
http://dx.doi.org/10.1109/TIT.1972.1054863 no institution
http://dx.doi.org/10.1109/TIT.1972.1054888 no institution
http://dx.doi.org/10.1109/TIT.1972.1054891 no institution
http://dx.doi.org/10.1109/TIT.1972.1054892 no institution
http://dx.doi.org/10.1109/TIT.1972.1054860 no institution
http://dx.doi.org/10.1109/TIT.1972.1054893 no institution
http://dx.doi.org/10.1109/TIT.1972.1054874 no institution
http://dx.doi.org/10.1109/TIT.1972.1054875 no institution
http://dx.doi.org/10.1109/TIT.1972.1054876 no institution
http://dx.doi.org/10.1109/TIT.1972.1054877 no institution
http://dx.doi.org/10.1109/TIT.1972.1054879 no institution
http://dx.doi.org/10.1109/TIT.1972.1054878 no institution
http://dx.doi.org/10.1109/TIT.1972.1054880 no institution
http://dx.doi.org/10.1109/TIT.1972.1054881 no institution
http://dx.doi.org/10.1109/TIT.1972.1054882 no institution
http://dx.doi.org/10.1109/TIT.1972.1054883 no institution
http://dx.doi.org/10.1109/TIT.1972.1054861 no institution
http://dx.doi.org/10.1109/TIT.1972.1054861 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054884 no institution
http://dx.doi.org/10.1109/TIT.1972.1054871 no institution
http://dx.doi.org/10.1109/TIT.1972.1054870 no institution
http://dx.doi.org/10.1109/TIT.1972.1054869 no institution
http://dx.doi.org/10.1109/TIT.1972.1054872 no institution
http://dx.doi.org/10.1109/TIT.1972.1054862 no institution
http://dx.doi.org/10.1109/TIT.1972.1054873 no institution
http://dx.doi.org/10.1109/TIT.1972.1054864 no institution
http://dx.doi.org/10.1109/TIT.1972.1054864 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054865 no institution
http://dx.doi.org/10.1109/TIT.1972.1054865 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054866 no institution
http://dx.doi.org/10.1109/TIT.1972.1054866 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054867 no institution
http://dx.doi.org/10.1109/TIT.1972.1054867 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054868 no institution
http://dx.doi.org/10.1109/TIT.1972.1054868 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054923 no institution
http://dx.doi.org/10.1109/TIT.1972.1054924 no institution
http://dx.doi.org/10.1109/TIT.1972.1054926 no institution
http://dx.doi.org/10.1109/TIT.1972.1054906 no institution
http://dx.doi.org/10.1109/TIT.1972.1054899 no institution
http://dx.doi.org/10.1109/TIT.1972.1054914 no institution
http://dx.doi.org/10.1109/TIT.1972.1054900 no institution
http://dx.doi.org/10.1109/TIT.1972.1054898 no institution
http://dx.doi.org/10.1109/TIT.1972.1054916 no institution
http://dx.doi.org/10.1109/TIT.1972.1054917 no institution
http://dx.doi.org/10.1109/TIT.1972.1054915 no institution
http://dx.doi.org/10.1109/TIT.1972.1054918 no institution
http://dx.doi.org/10.1109/TIT.1972.1054919 no institution
http://dx.doi.org/10.1109/TIT.1972.1054920 no institution
http://dx.doi.org/10.1109/TIT.1972.1054920 no keywords
http://dx.doi.org/10.1109/TIT.1972.1054921 no institution
http://dx.doi.org/10.1109/TIT.1972.1054922 no institution
http://dx.doi.org/10.1109/TIT.1972.1054902 no institution
http://dx.doi.org/10.1109/TIT.1972.1054903 no institution
http://dx.doi.org/10.1109/TIT.1972.1054904 no institution
http://dx.doi.org/10.1109/TIT.1972.1054905 no institution
http://dx.doi.org/10.1109/TIT.1972.1054905 no keywords
http://dx.doi.org/10.1109/TIT.1972.1054901 no institution
http://dx.doi.org/10.1109/TIT.1972.1054907 no institution
http://dx.doi.org/10.1109/TIT.1972.1054907 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054908 no institution
http://dx.doi.org/10.1109/TIT.1972.1054908 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054909 no institution
http://dx.doi.org/10.1109/TIT.1972.1054909 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054910 no institution
http://dx.doi.org/10.1109/TIT.1972.1054910 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054913 no institution
http://dx.doi.org/10.1109/TIT.1972.1054913 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054912 no institution
http://dx.doi.org/10.1109/TIT.1972.1054912 no regerences
http://dx.doi.org/10.1109/TIT.1972.1054911 no institution
http://dx.doi.org/10.1109/TIT.1972.1054911 no regerences
http://dx.doi.org/10.1109/TIT.1971.1054591 no institution
http://dx.doi.org/10.1109/TIT.1971.1054585 no institution
http://dx.doi.org/10.1109/TIT.1971.1054586 no institution
http://dx.doi.org/10.1109/TIT.1971.1054589 no institution
http://dx.doi.org/10.1109/TIT.1971.1054590 no institution
http://dx.doi.org/10.1109/TIT.1971.1054575 no institution
http://dx.doi.org/10.1109/TIT.1971.1054576 no institution
http://dx.doi.org/10.1109/TIT.1971.1054577 no institution
http://dx.doi.org/10.1109/TIT.1971.1054578 no institution
http://dx.doi.org/10.1109/TIT.1971.1054579 no institution
http://dx.doi.org/10.1109/TIT.1971.1054581 no institution
http://dx.doi.org/10.1109/TIT.1971.1054582 no institution
http://dx.doi.org/10.1109/TIT.1971.1054583 no institution
http://dx.doi.org/10.1109/TIT.1971.1054584 no institution
http://dx.doi.org/10.1109/TIT.1971.1054573 no institution
http://dx.doi.org/10.1109/TIT.1971.1054573 no keywords
http://dx.doi.org/10.1109/TIT.1971.1054574 no institution
http://dx.doi.org/10.1109/TIT.1971.1054574 no keywords
http://dx.doi.org/10.1109/TIT.1971.1054567 no institution
http://dx.doi.org/10.1109/TIT.1971.1054567 no keywords
http://dx.doi.org/10.1109/TIT.1971.1054567 no regerences
http://dx.doi.org/10.1109/TIT.1971.1054568 no institution
http://dx.doi.org/10.1109/TIT.1971.1054566 no institution
http://dx.doi.org/10.1109/TIT.1971.1054569 no institution
http://dx.doi.org/10.1109/TIT.1971.1054570 no institution
http://dx.doi.org/10.1109/TIT.1971.1054571 no institution
http://dx.doi.org/10.1109/TIT.1971.1054572 no institution
http://dx.doi.org/10.1109/TIT.1971.1054580 no institution
http://dx.doi.org/10.1109/TIT.1971.1054580 no keywords
http://dx.doi.org/10.1109/TIT.1971.1054593 no institution
http://dx.doi.org/10.1109/TIT.1971.1054593 no regerences
http://dx.doi.org/10.1109/TIT.1971.1054617 no institution
http://dx.doi.org/10.1109/TIT.1971.1054617 no regerences
http://dx.doi.org/10.1109/TIT.1971.1054604 no institution
http://dx.doi.org/10.1109/TIT.1971.1054610 no institution
http://dx.doi.org/10.1109/TIT.1971.1054611 no institution
http://dx.doi.org/10.1109/TIT.1971.1054612 no institution
http://dx.doi.org/10.1109/TIT.1971.1054613 no institution
http://dx.doi.org/10.1109/TIT.1971.1054601 no institution
http://dx.doi.org/10.1109/TIT.1971.1054602 no institution
http://dx.doi.org/10.1109/TIT.1971.1054603 no institution
http://dx.doi.org/10.1109/TIT.1971.1054594 no institution
http://dx.doi.org/10.1109/TIT.1971.1054594 no regerences
http://dx.doi.org/10.1109/TIT.1971.1054605 no institution
http://dx.doi.org/10.1109/TIT.1971.1054605 no regerences
http://dx.doi.org/10.1109/TIT.1971.1054606 no institution
http://dx.doi.org/10.1109/TIT.1971.1054607 no institution
http://dx.doi.org/10.1109/TIT.1971.1054608 no institution
http://dx.doi.org/10.1109/TIT.1971.1054609 no institution
http://dx.doi.org/10.1109/TIT.1971.1054596 no institution
http://dx.doi.org/10.1109/TIT.1971.1054597 no institution
http://dx.doi.org/10.1109/TIT.1971.1054598 no institution
http://dx.doi.org/10.1109/TIT.1971.1054598 no keywords
http://dx.doi.org/10.1109/TIT.1971.1054599 no institution
http://dx.doi.org/10.1109/TIT.1971.1054600 no institution
http://dx.doi.org/10.1109/TIT.1971.1054615 no institution
http://dx.doi.org/10.1109/TIT.1971.1054616 no institution
http://dx.doi.org/10.1109/TIT.1971.1054595 no institution
http://dx.doi.org/10.1109/TIT.1971.1054595 no regerences
http://dx.doi.org/10.1109/TIT.1971.1054641 no institution
http://dx.doi.org/10.1109/TIT.1971.1054642 no institution
